342,70374
300,70391
348,70412
290,70430
318,70449
259,70464
293,70482
256,70497
358,70518
255,70534
347,70554
294,70572
303,70590
347,70611
420,70636
388,70659
398,70682
278,70699
305,70717
320,70736
332,70756
315,70775
224,70788
319,70807
313,70826
274,70843
291,70860
312,70879
298,70896
295,70914
377,70936
368,70958
500,70985
500,71011
272,71028
298,71045
320,71065
317,71083
500,71110
269,71126
280,71143
312,71161
302,71180
386,71203
295,71220
365,71242
335,71262
313,71281
265,71296
295,71314
438,71340
339,71360
311,71379
500,71405
370,71427
500,71454
312,71473
299,71490
277,71507
290,71524
268,71540
316,71559
500,71586
269,71602
320,71621
304,71639
290,71656
336,71677
294,71694
345,71715
311,71733
278,71750
307,71768
289,71785
232,71799
331,71819
297,71837
300,71855
315,71874
328,71893
286,71910
330,71930
345,71951
315,71969
295,71987
424,72012
254,72027
312,72046
293,72064
242,72078
310,72097
315,72115
321,72135
288,72152
311,72170
290,72188
273,72204
304,72222
500,72249
324,72268
269,72284
239,72299
319,72318
276,72334
301,72352
316,72371
315,72390
337,72410
258,72425
271,72441
500,72468
344,72488
332,72508
261,72524
366,72546
329,72565
255,72581
334,72601
317,72619
319,72638
292,72656
223,72669
288,72687
276,72703
318,72722
278,72739
267,72755
366,72776
271,72793
372,72815
291,72832
300,72850
290,72867
276,72884
272,72900
293,72918
329,72937
391,72961
500,72987
270,73003
353,73024
337,73044
267,73060
265,73076
500,73103
335,73123
366,73144
347,73165
319,73184
238,73198
379,73221
308,73239
305,73258
277,73274
363,73296
322,73315
342,73335
258,73351
308,73369
500,73396
418,73421
377,73443
274,73459
335,73479
260,73495
347,73516
311,73534
313,73553
500,73579
339,73600
331,73619
408,73644
313,73662
328,73682
295,73700
272,73716
302,73734
335,73754
279,73771
299,73788
350,73809
322,73829
329,73848
253,73863
301,73881
344,73902
301,73920
334,73940
366,73961
264,73977
281,73994
292,74011
268,74028
320,74047
387,74070
280,74086
246,74101
306,74119
321,74139
306,74157
280,74174
328,74193
500,74220
273,74236
283,74253
314,74272
343,74292
280,74309
287,74326
291,74343
337,74363
267,74379
243,74394
237,74408
288,74425
500,74452
282,74469
311,74487
291,74505
500,74531
304,74549
274,74566
279,74582
267,74598
277,74615
281,74632
259,74647
314,74666
500,74693
288,74710
500,74736
287,74753
274,74770
299,74788
341,74808
314,74827
290,74844
276,74861
344,74881
300,74899
369,74921
417,74946
295,74963
291,74981
314,75000
500,75026
301,75044
201,75056
350,75077
500,75103
316,75122
284,75139
297,75157
327,75177
353,75198
300,75216
274,75232
332,75252
289,75269
349,75290
257,75305
320,75324
326,75344
280,75360
366,75382
330,75402
304,75420
269,75436
305,75454
318,75473
420,75498
330,75518
307,75536
275,75553
337,75573
253,75588
328,75608
500,75634
273,75651
340,75671
400,75695
500,75721
431,75747
345,75767
500,75794
284,75811
500,75837
414,75862
257,75877
265,75893
275,75910
302,75928
295,75945
272,75962
245,75976
406,76001
500,76027
360,76049
266,76064
500,76091
373,76113
259,76129
373,76151
349,76172
259,76187
500,76214
285,76231
324,76250
249,76265
500,76292
355,76313
305,76331
337,76351
351,76372
294,76390
317,76408
267,76424
345,76445
307,76463
328,76483
299,76501
282,76518
500,76544
315,76563
442,76589
324,76608
284,76625
266,76641
351,76662
260,76678
428,76703
304,76721
319,76740
284,76757
387,76780
285,76797
284,76814
284,76831
500,76858
266,76874
267,76890
311,76908
358,76930
340,76950
350,76971
242,76985
372,77008
253,77023
330,77042
345,77063
292,77080
298,77098
334,77118
291,77136
329,77155
274,77172
308,77190
358,77211
306,77230
333,77249
286,77267
334,77286
290,77304
305,77322
267,77338
335,77358
242,77372
262,77388
270,77404
305,77422
421,77447
500,77474
317,77493
289,77510
327,77530
362,77551
315,77570
329,77590
331,77609
267,77625
273,77642
316,77661
293,77678
269,77694
404,77718
266,77734
296,77752
301,77770
334,77790
290,77807
272,77823
273,77840
322,77859
293,77876
341,77897
388,77920
252,77935
271,77951
330,77971
293,77988
315,78007
353,78028
315,78047
350,78068
250,78083
327,78102
321,78122
285,78139
296,78156
284,78173
223,78187
279,78203
205,78216
500,78242
354,78263
127,78279
124,78294
123,78309
121,78324
119,78339
119,78353
500,78387
117,78401
117,78416
116,78430
117,78444
114,78458
500,78485
114,78499
500,78532
114,78546
112,78560
112,78574
113,78588
113,78601
114,78615
113,78629
500,78663
114,78677
114,78691
500,78724
116,78738
116,78752
118,78767
351,78795
127,78810
500,78837
327,78856
385,78879
299,78897
388,78920
272,78937
500,78963
368,78985
366,79007
500,79033
337,79053
308,79072
326,79091
244,79106
372,79128
289,79145
280,79162
270,79178
304,79196
318,79215
266,79231
309,79250
272,79266
320,79285
332,79305
326,79325
284,79341
292,79359
364,79381
347,79401
279,79418
248,79433
313,79452
312,79470
282,79487
268,79503
291,79520
324,79540
274,79556
319,79575
258,79591
271,79607
281,79624
305,79642
276,79658
297,79676
296,79694
297,79712
277,79728
269,79744
278,79761
500,79787
284,79804
326,79824
299,79929
500,79956
289,79973
321,79992
291,80010
332,80029
307,80048
338,80068
269,80084
310,80103
338,80123
346,80143
288,80161
330,80180
384,80203
285,80220
249,80235
254,80250
309,80269
265,80285
310,80303
305,80321
299,80339
346,80360
500,80386
309,80405
350,80426
278,80442
360,80464
303,80482
350,80503
381,80525
312,80544
271,80560
